word,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,description
bae,6.166666667,5,4.916666667,5,4.833333333,4.166666667,4.083333333,4.166666667,4.583333333,13.41666667,15.66666667,13.41666667,13.41666667,an abbreviation for “before anyone else” - commonly used as a term of endearment for one’s significant other
babe,37.66666667,33.83333333,30.41666667,28.75,27.16666667,27.25,27,27.66666667,29.08333333,29.58333333,29.16666667,28.58333333,28.58333333,
boyfriend,15.58333333,16.58333333,18.08333333,23.33333333,35.41666667,47.08333333,55.08333333,80.91666667,76.25,77.91666667,75.41666667,73.25,73.25,
