word,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,description
turn up,6.583333333,9.75,9.916666667,8.333333333,8.833333333,11.75,14.83333333,16.33333333,28.16666667,22.75,21.91666667,19.41666667,18.83333333,Let loose and have fun - especially at a party
turnt,0,0,0,0,0,0.666666667,3.083333333,1,1,2.5,3.333333333,3,3,Inebriated or excessively excited for the an event
lit,44.83333333,46.16666667,48.16666667,51.33333333,54.66666667,59.16666667,64,59.08333333,61.66666667,61.66666667,67.75,74,85.91666667,Drunk; exciting
faded,9.25,6.416666667,7.416666667,6.333333333,7.083333333,6.833333333,6.583333333,7,14.25,8.75,11.91666667,11.16666667,54.16666667,To be high; under the influence of marijuana
