word,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,description
lolcats,0,0,0.25,33,89.33333333,82.83333333,59,36.25,25.25,12.41666667,6.333333333,3.5,2.083333333,lolcats is like cats
rofl,16.91666667,25.83333333,26.58333333,31.58333333,36.08333333,37.66666667,39.5,36.08333333,27.91666667,20.66666667,17.75,17.16666667,16.66666667,rofl means rofl
lmao,16.83333333,21.41666667,24.33333333,29,34.83333333,54.25,61.33333333,62.08333333,45.66666667,38.08333333,42.75,52.41666667,55.25,lmao means lmao
