word,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,description
thot,2.916666667,4.416666667,4.916666667,6.166666667,6.25,4.416666667,3,2.333333333,2.5,7.25,28.91666667,22.83333333,18.41666667,An abbreviation for “that hoe over there” - referring to a promiscuous woman
ratchet,42.58333333,36.5,25.33333333,31.58333333,31.08333333,30.66666667,24.33333333,22.83333333,36,43.16666667,35.41666667,27.75,40.66666667,Tasteless/classless but believes they are not
shawty,0.583333333,0.833333333,1.25,30.83333333,30.25,16.33333333,19.16666667,12.91666667,9.416666667,8.083333333,6.083333333,6.583333333,13.83333333,Used to refer to a young and attractive woman
betch,0.416666667,0.5,0.833333333,1,1,1,1,1,1,1.166666667,1,1.083333333,1,Another way of saying “bitch”
